Start,Stop
1254540,1254599
1254152,1254211
1253379,1253798
1252833,1252931
1252483,1252536
1251178,1251264
1250319,1250489
1249945,1250004
1249305,1249445
1245917,1246084
1245811,1245870
1242416,1242472
1242221,1242280
1241955,1242047
1241546,1241653
1240716,1240898
1240564,1240632
1240147,1240206
1239985,1240095
1238129,1238293
1236646,1236882
1235011,1235076
1234250,1234351
1233736,1233837
1232884,1233351
1232765,1232839
1232542,1232616
1231916,1232029
1230793,1230906
1229951,1230067
1229373,1229459
1228631,1228816
1227103,1227174
1225823,1225978
1225439,1225618
1224621,1224722
1221708,1221761
1220831,1220896
1219237,1219311
1217486,1217539
1215970,1216095
1215128,1215679
1212273,1212368
1210044,1210109
1209277,1209468
1207731,1207805
1207044,1207163
1206806,1206862
1206259,1206384
1205711,1205803
1204725,1204808
1204250,1204354
1203394,1203450
1202782,1202865
1202584,1202739
1201129,1201251
1200856,1200912
1200732,1200791
1199825,1199905
1198948,1199145
1198081,1198164
1197301,1197387
1196202,1196315
1195828,1195908
1194749,1194871
1193276,1193479
1193099,1193179
1192235,1192294
1190741,1190794
1189567,1189617
1189160,1189267
1188308,1188397
1187805,1187936
1187557,1187760
1187382,1187432
1186774,1186848
1186472,1186648
1185750,1185890
1183410,1183511
1182124,1182297
1181428,1181577
1180152,1180844
1179820,1179888
1177121,1177345
1176607,1176798
1175269,1175322
1174573,1174641
1173144,1173551
1172797,1173036
1172594,1172656
1172210,1172293
1171662,1172009
1171084,1171182
1169346,1169417
1168804,1168947
1167880,1167972
1166597,1166701
1163277,1164002
1161689,1162741
1159048,1159176
1158216,1158275
1156384,1157262
1154864,1155988
1154413,1154553
1153687,1153758
1152193,1152252
1151944,1151994
1149887,1151587
1149406,1149720
1149011,1149319
1147603,1148871
1146228,1147412
1145941,1146135
1145211,1145786
1144925,1145023
1142099,1144561
1140032,1140190
1138930,1139907
1137533,1137880
1136722,1136889
1134472,1136595
1134149,1134304
1133466,1133702
1132787,1132987
1131558,1132451
1130408,1130479
1128603,1128704
1127809,1127904
1127363,1127485
1124846,1124923
1124251,1124421
1123015,1123089
1121634,1121753
1119171,1119329
1117483,1117533
1114060,1114281
1113279,1113503
1112721,1112822
1112600,1112680
1109705,1110598
1107554,1107613
1106251,1106310
1106129,1106194
1104709,1104903
1102815,1103015
1101645,1101728
1101391,1101486
1100716,1100796
1100103,1100153
1098592,1098747
1098399,1098452
1097342,1097518
1096874,1097116
1096476,1096526
1095659,1095730
1095139,1095207
1094770,1094865
1094291,1094341
1093718,1093894
1092255,1092869
1092072,1092197
1091110,1091379
1090849,1090917
1090482,1090571
1089581,1089631
1088231,1088302
1087960,1088022
1086631,1086732
1085688,1085768
1085098,1085223
1082655,1082735
1082394,1082612
1082033,1082197
1081811,1081864
1081694,1081765
1081382,1081498
1081164,1081328
1080432,1080557
1080123,1080275
1079942,1080052
1079451,1079624
1079199,1079306
1078077,1078169
1077592,1077981
1076777,1076866
1075860,1076687
1075360,1075725
1073661,1073774
1072612,1072686
1071668,1071793
1071166,1071240
1070290,1070496
1070177,1070233
1069821,1070009
1069156,1069674
1068594,1068905
1067723,1068544
1067495,1067617
1067394,1067447
1067226,1067324
1065929,1066054
1064736,1064930
1062080,1062136
1061770,1061973
1061430,1061564
1061154,1061237
1059523,1059615
1059044,1059112
1057067,1057276
1056736,1056819
1056079,1056156
1055393,1055815
1054319,1055284
1053929,1054006
1053205,1053351
1052804,1052902
1052193,1052273
1051956,1052051
1049738,1049884
1047914,1047967
1047464,1047598
1046987,1047049
1045432,1045506
1045104,1045157
1044445,1044552
1043447,1043506
1043093,1043155
1042605,1042904
1042155,1042211
1041035,1041163
1040241,1040414
1039979,1040056
1039428,1039478
1037954,1038004
1036971,1037795
1036372,1036434
1035487,1035564
1034859,1034975
1033934,1034029
1033679,1033882
1032333,1032575
1030757,1032229
1029794,1029844
1029208,1029705
1026871,1029069
1026150,1026200
1025159,1025734
1024761,1025054
1024368,1024469
1021731,1021790
1020782,1020883
1019668,1019757
1019189,1019317
1018638,1018706
1018338,1018427
1017677,1017814
1015362,1015487
1014069,1014119
1011860,1013335
1011052,1011117
1009960,1010091
1009548,1009628
1009306,1009383
1008130,1008903
1007806,1007865
1006605,1006751
1005036,1005509
1004936,1004992
1004384,1004494
1003855,1004073
1003593,1003790
1001265,1001393
999295,999378
998396,998863
997795,998139
996739,997434
996605,996670
994970,995059
994801,994872
993768,993836
992714,992821
991680,992000
990983,991132
987255,987374
985743,986507
984823,985506
982957,983655
981743,982540
981613,981675
980852,980920
977051,978856
976065,976922
975071,975703
974229,974984
973758,974168
973582,973692
973116,973175
972156,972263
971166,971258
970214,970291
969549,969662
968819,969430
967510,967644
967153,967284
966688,966963
965999,966052
965526,965642
965146,965262
963533,963697
961966,962217
960414,960464
959911,960048
957098,957211
956163,956318
955545,955661
955339,955497
954619,954765
954447,954527
954042,954107
952928,953122
952063,952116
950646,950726
949167,949403
948541,948615
947830,947886
947041,947226
944243,945379
944044,944115
943321,943461
943149,943277
942944,943093
942608,942751
941237,941293
939947,940054
939110,939175
938478,938558
937708,937776
936767,936823
935659,936210
935390,935440
935117,935170
934797,934907
933541,933711
932879,932959
929670,929765
927196,927351
924866,924997
924755,924805
924305,924370
923377,923436
922716,922790
922516,922608
921485,921583
920452,920937
920090,920158
919395,919493
918167,918220
917337,917471
916122,916244
915392,915478
915035,915199
913596,913736
913402,913455
912402,912524
912135,912218
911156,911296
910517,910876
909324,909389
908499,909056
907885,908106
907648,907749
906936,907007
905287,905340
903362,903442
900385,900453
897649,897735
897331,897411
896003,897028
893958,894062
893610,893672
891545,891595
890920,890976
890668,890784
887652,889502
886868,887176
884369,884431
883896,883979
883537,883698
883139,883393
882600,882989
881992,882249
881303,881419
881062,881115
879482,879640
878852,879061
878592,878660
878163,878216
877133,877228
876018,876167
874661,874789
874400,874573
873931,874197
872993,873601
872338,872415
871940,872017
871794,871850
871369,871509
871222,871326
870587,870922
870132,870194
869244,869408
868549,868605
868224,868466
866577,867008
866210,866467
861731,862642
859656,861620
858106,858201
857749,857922
857071,857217
856886,856990
855285,855416
855143,855202
854949,855068
853644,853727
852736,852816
849957,850007
849663,849881
848804,849202
848551,848649
848142,848279
846273,846509
845429,845488
844542,844643
843311,843724
841615,841977
841093,841224
840900,841004
839936,840007
839457,839603
839253,839309
838111,838326
837499,837600
834824,834895
834385,834456
833615,834100
831714,831800
830682,830774
829748,830041
828119,828295
826752,827513
826610,826669
824936,826396
824775,824882
823638,824186
822611,823531
821886,822527
821070,821771
820152,820301
818789,819280
816473,816565
816172,816225
815810,815875
815549,815605
814694,814810
813964,814014
812964,813023
811241,811312
807976,810792
807719,807784
807530,807583
807419,807484
806770,807255
806550,806612
805784,806455
804887,805537
802623,802682
801336,802202
801081,801176
800088,800303
799789,799842
798828,799715
797965,798027
796075,796518
795918,795998
794870,794932
794435,794629
794287,794358
793916,794026
792597,792647
792328,792381
791574,791627
790727,790789
789595,789708
789087,789203
787770,787826
786623,786751
786413,786508
786128,786256
785936,785989
785728,785799
785341,785682
785140,785208
783417,783593
782468,782599
781003,781071
779154,779255
778957,779046
778493,778561
776398,776604
773996,774526
772793,772861
772339,772530
771026,771685
769582,769695
769042,769134
767402,767458
766844,766900
764465,765469
763704,763943
762431,762490
760149,760268
759955,760020
759766,759909
759221,759283
756807,757001
756654,756713
756527,756583
756079,756291
755617,755688
754992,755165
753953,754039
753834,753887
753243,753299
752770,752886
752550,752681
752047,752106
751402,751473
750680,751333
750424,750510
750085,750207
749712,749798
749548,749616
749314,749436
749115,749168
748740,748796
748130,748234
747689,747916
747543,747608
747255,747434
746844,747002
745814,745927
745570,745629
744163,744219
742954,743115
742320,742391
741657,741728
741376,741609
740894,741055
739456,739509
738823,738924
738643,738768
737435,737575
737338,737394
736057,736143
735819,735881
735726,735776
734553,734636
734219,734458
733922,734032
733716,733796
733343,733396
732034,732171
731449,731502
731141,731221
730165,730332
728842,729510
728711,728764
728335,728496
727469,727552
727075,727290
724967,725152
722965,723075
720841,721056
720391,720579
718689,718898
718076,718168
717016,717072
716344,716508
715742,715852
713938,713997
713368,713451
712902,713090
712470,712682
711652,712107
709829,710749
708367,708462
707227,707289
706530,706589
705870,705968
705384,705473
702088,702975
701247,701858
700876,701193
700585,700641
699410,700306
698363,698416
697634,698206
696630,696716
695496,696419
694973,695368
694008,694058
693323,693421
692667,692720
691559,691729
689936,690013
689541,689831
689257,689370
688778,688843
685083,686924
684062,684268
682234,682314
679619,679681
679347,679427
677638,677793
677505,677555
677221,677283
675598,675666
675348,675413
674993,675139
673933,673986
673714,673767
673254,673451
672439,672519
671231,671293
669699,669821
668498,668623
666122,666259
665194,665274
662257,663936
662131,662193
661470,661937
661303,661362
661096,661155
660177,660302
660062,660127
659238,659288
658831,658896
657323,658465
656749,657243
655487,655711
654608,654853
652335,652436
651794,651982
651649,651708
649864,651606
648644,648709
647570,647641
647312,647461
646246,646428
645743,645793
645228,645308
643891,644832
643400,643744
642962,643351
642475,642582
639558,640106
638781,639473
638116,638274
637710,637763
637537,637650
637432,637491
637330,637383
636440,637090
636057,636251
635317,636012
634901,635017
634444,634659
633065,633220
631773,631889
629362,629502
629178,629228
629007,629135
626605,626664
625673,625723
624935,624991
624300,624353
623823,623930
623571,623717
622061,622147
621726,621791
620816,620866
618932,620407
618612,618695
618463,618522
618178,618228
616943,617047
615825,616577
614571,614684
614212,614433
613256,613348
612083,612478
609629,610924
608759,608857
608184,608501
606039,607220
605337,605408
604121,604969
603536,604036
602909,603412
602630,602695
602492,602572
602208,602351
601708,601779
601463,601624
600837,601148
600699,600758
600215,600352
598968,600110
596580,597626
594956,595021
593102,593260
591412,592056
590360,590446
589712,589828
589122,589247
588274,588360
586752,586811
586444,586503
585015,585977
583507,584757
583072,583452
582526,582981
582369,582467
581519,582298
581150,581209
580119,581039
577632,578648
577348,577416
576990,577064
576797,576943
576590,576682
576430,576498
576261,576311
575402,575770
575234,575284
574664,574873
573501,573575
572600,572821
571974,572252
571035,571139
567072,567173
566578,566637
566360,566443
564707,564817
564492,564596
563912,563977
562834,563067
561819,562559
561617,561676
561368,561490
560948,561073
560669,560818
558526,560205
557319,557489
555660,556976
555331,555405
555006,555251
552563,553030
552307,552363
549916,551346
549334,549582
549206,549262
548948,549091
548671,548742
548391,548486
548190,548303
546633,546683
546314,546460
545655,545876
545167,545322
544870,544971
544685,544747
544572,544631
543714,544079
543467,543523
542893,542997
542369,542509
541700,541966
541142,541207
540088,540138
539864,539956
539456,539680
539000,539155
536894,537082
536339,536497
536022,536093
535373,535468
534948,535019
534408,534848
532603,534111
532013,532120
531545,531661
530886,531077
530347,530430
528563,530248
527580,528503
527341,527460
525880,526080
525690,525746
525035,525172
523727,523798
522628,523521
520265,520333
520084,520185
519928,520020
518984,519142
518560,518613
517084,517221
515970,516032
515793,515846
515673,515723
514892,514945
514424,514474
514215,514343
512291,513277
510641,510769
508593,508670
508000,508140
507289,507351
507190,507246
507044,507106
502424,502678
501574,501633
501168,501224
498198,498314
497726,497782
496477,496590
495232,495411
492272,492406
490454,490576
488802,489752
487649,488761
485493,487421
484620,485393
483934,484545
483741,483812
482047,482118
479337,479396
478958,479014
478261,478374
477785,477838
477154,477291
472619,472669
472020,472148
470122,471969
468169,469386
465934,466419
463484,463552
462677,462808
462456,462539
461464,461562
460895,461014
460439,460564
459205,459264
458215,458292
457879,458079
457767,457835
456752,456832
456508,456711
455118,455255
454582,454671
454260,454391
452736,453071
451531,452406
451285,451353
450718,450789
450297,450380
449678,449776
449302,449391
448907,448981
448528,448581
448051,448146
447437,447577
445937,445993
445563,445622
444776,444934
444031,444534
442869,443300
442665,442724
442263,442397
441626,441826
441457,441510
440966,441118
440056,440610
439677,439976
438476,438583
434945,435823
433153,434760
432143,433063
431429,431515
431216,431305
431102,431170
430748,430804
430311,430385
429710,429763
429609,429659
424454,424525
424104,424163
422892,423092
421194,421259
417963,418718
417710,417847
416423,416506
414261,414344
412849,413547
412091,412174
411407,411538
410738,410806
410201,410401
409769,409903
408476,408652
407905,407967
407751,407834
406210,406287
405680,406093
405104,405172
404578,404685
404383,404439
402864,402929
401619,402539
400502,400573
397340,398053
397153,397212
396691,396816
396133,396189
395307,395507
395040,395096
394542,394664
389813,390433
389538,389732
388451,388699
386824,386913
386565,386627
386320,386406
385056,385130
384682,384750
382420,382473
382168,382314
380253,381779
379537,379638
378404,378781
377888,378322
377531,377845
376514,377362
375842,376441
375074,375640
374755,374898
373832,374596
373129,373785
371130,373034
371003,371074
370727,370822
370260,370421
369319,369498
369080,369238
367977,368039
367857,367922
367749,367799
367098,367574
366815,366865
365783,365851
364800,364865
361849,361908
361342,361533
360709,360777
357775,359676
357409,357540
357267,357326
357073,357192
355280,355534
353416,353493
352319,352471
350374,350448
349415,349489
348643,348708
347658,348311
347439,347543
344850,345659
343221,344636
342478,342870
340557,340862
339173,339271
338667,338723
337399,337482
337208,337318
335435,335581
334874,334930
331063,331446
330271,330360
329577,329738
329024,329122
328760,328828
327113,327454
326946,327053
326574,326756
326145,326231
325770,325919
325422,325712
324104,324265
322134,324020
320903,320998
319560,320426
318312,318476
318138,318248
317426,317497
317098,317202
316790,316975
315753,315803
315569,315667
314944,315030
314243,314503
313722,313820
313013,313081
312637,312738
312246,312302
311069,311191
309273,309353
308334,309155
307303,308223
306644,306976
305775,306554
304808,304924
304302,304421
302230,302283
301752,301925
300617,301375
299715,299837
297810,298652
296889,297551
295401,296213
293845,295296
293212,293640
292940,293101
292537,292590
292355,292486
292137,292286
291774,291869
291341,291475
290876,290938
290731,290829
289702,289785
289222,289347
288810,288911
287244,287333
285702,285998
284286,284693
283906,284031
283374,283433
283043,283108
282373,282423
280789,280884
280617,280679
279326,279709
278539,278946
277974,278033
277738,277917
277327,277440
276980,277036
276712,276786
276511,276588
274849,274947
273631,273753
273363,273422
272213,272317
270657,270770
266991,267275
266736,266852
266269,266325
265172,265237
264924,265085
264144,264386
263799,263870
262961,263056
262009,262059
259954,260160
258631,258714
257312,257371
252225,252362
251418,251495
250755,250835
248041,248094
246572,246631
246329,246412
246164,246256
245617,245754
244793,245032
244130,244375
243745,243834
243150,243215
242897,242950
242020,242073
240551,240610
240308,240391
240143,240235
239596,239733
238772,239011
238109,238354
237724,237813
236752,236916
236363,236455
235318,235410
235009,235170
234007,234060
232453,232548
232287,232388
232084,232185
231839,231982
231436,231498
230588,230743
229916,229966
229527,229595
229198,229257
228649,228732
228027,228260
227738,227890
227033,227278
225934,226101
225659,225829
225498,225548
225218,225313
223810,223902
222311,222664
222023,222115
221498,221653
220082,220198
219582,219686
218102,218182
216653,216781
215375,215434
214794,214865
213735,214418
213336,213668
212480,212548
211432,211536
210116,210274
209190,209297
208525,208626
208208,208411
207541,207597
207255,207359
206642,206692
206141,206245
205964,206083
204624,205580
204310,204360
203640,203843
203387,203479
202145,202219
200322,200408
198983,199303
198162,198215
196695,196970
194998,195156
194540,194770
194063,194191
192485,192604
191576,191638
190587,190637
190202,190261
186260,186325
185982,186053
185328,185384
184328,184450
183105,183221
181919,182050
181696,181758
181311,181367
179734,179814
177145,177216
176970,177098
176189,176251
173309,174565
172903,173208
172410,172772
171691,171813
171039,171263
169068,169256
168490,168588
168000,168164
166755,166811
165352,165477
165038,165127
164820,164876
164108,164161
161420,162229
161149,161229
160812,160889
159975,160076
159115,159240
158563,158895
158332,158514
155848,155901
153776,153913
153580,153717
152648,153343
152497,152577
151853,151903
150592,150666
148354,150009
147720,147794
145405,145470
144925,144993
144288,144338
143014,143091
142391,142450
142200,142316
140328,140546
139966,140184
138251,138310
134782,136299
134023,134112
131419,133773
128986,129072
126967,127044
122744,122851
121112,121453
120712,120765
120579,120638
119740,120441
119348,119428
119088,119162
118786,118905
118316,118366
117514,117576
117181,117432
115087,116829
113313,114386
112012,112152
111814,111876
109240,109407
107838,107936
106841,106900
106482,106544
105265,105360
104684,104755
103962,104144
101741,101794
101549,101662
101325,101417
100205,100258
99449,99748
98722,98796
98590,98673
98083,98142
97791,97904
96274,96351
95416,95532
95086,95142
92572,92658
92082,92291
90740,90841
90194,90244
88100,88189
86747,87730
86323,86691
86018,86149
85685,85798
84219,84272
81860,82054
80892,81530
80620,80760
80262,80351
79060,79140
78928,79005
75589,75639
75292,75411
73352,73558
72959,73072
72698,72766
72418,72477
72286,72339
71508,71693
71227,71421
69034,69096
68256,68645
66765,66866
66178,66354
64994,65107
63091,63390
61618,61731
57268,57324
52086,52172
50591,50641
49893,49997
48949,49005
48673,48837
47960,48124
45298,45390
44682,44783
42406,42471
41725,41781
41407,41502
40799,40924
38459,38590
37009,37128
35493,35663
33397,34452
32571,33173
31989,32069
31665,31721
31181,31264
30852,30932
30520,30573
29646,29732
28978,29043
28837,28911
27758,28066
26624,26689
25565,25615
25103,25159
24365,24583
23132,23953
21988,22059
20308,21426
19439,19492
18321,18371
17904,18140
14534,14590
14333,14437
11482,11583
11116,11166
10796,10861
10160,10246
8230,8307
7864,7926
7599,7670
6737,6787
5501,5608
5159,5257
4448,4531
3762,3827
3408,3530
2610,2780
2131,2196
1022,1075
